Zhong,United States,0
Zee TV,India,6800000
Zee Telugu,India,0.03
Zee Tamil,India,1400000
Zee News,India,1800000
Zee Music Company,India,3200000
Zee Music Classic,India,345800
Zee Kids,India,380700
Zee Bangla,India,239700
ZEE5,India,599200
zayn,United States,147200
Zach Choi ASMR,United States,936900
YRF,India,2000000
YouTube,United States,84400
YouTube Movies,United States,0.05
YoungBoy Never Broke Again,United States,679900
Yoeslan,United States,3500000
XXXTENTACION,United States,233400
XO TEAM,United States,152
WWE,United States,2900000
Wow Kidz Action,India,422800
Worldwide Records Bhojpuri,India,450600
WORLDSTARHIPHOP,United States,356400
Woody & Kleiny,United Kingdom,2000000
Wolfoo Family,United States,0
Wiz Khalifa,United States,361800
wifistudy,India,57100
WiederDude,United States,227600
White Hill Music,India,372700
Wengie,United States,5300
WB Kids,United States,561300
Wave Music,India,928100
Wave Music Bhojpuri,India,210700
Wave Music Bhakti,India,44300
W2S,United Kingdom,12300
Voot Kids,India,936000
Volga Video,India,205300
Vogue,United States,180400
Vlad y Niki Show,United States,368900
Vlad and Niki,United States,2300000
Vlad and Niki PRT,United States,160400
Vlad and Niki IDN,United States,533400
Vlad and Niki ESP,United States,735500
Vlad and Niki ARA,United States,128000
Vlad and Niki Arabic,United States,260300
ViralHog,United States,5500000
Village Cooking Channel,India,778400
Vijay Television,India,3600000
Vijay Kumar Viner Vlogs,India,439300
VICE,United States,145400
Vibhu 96,India,81100
Vevo,United States,5300
Veritasium,United States,176600
_vector_,United States,3600000
Vania Mania Kids,United States,620900
Unspeakable,United States,659600
unknown boy varun,India,1200000
Ultra Records,United States,327500
Ultra Movie Parlour,India,0
Ultra Bollywood,India,0
UFC - Ultimate Fighting Championship,United States,532800
twenty one pilots,United States,203700
TV9 Bharatvarsh,India,1700000
T-Series Regional,India,133900
T-Series,India,9000000
T-Series Hamaar Bhojpuri,India,423900
T-Series Bollywood Classics,India,1300000
T-Series Bhakti Sagar,India,0.04
Troom Troom,United States,392200
Troom Troom India,nan,69100
Triggered Insaan,India,436100
Travis Scott,United States,150
Trap Nation,United States,183300
Trakin Tech,India,174700
Top Viral Talent,United States,117500
Topper Guild,United States,2700000
TommyInnit,United Kingdom,217200
Tips Official,India,1700000
Tilak,India,1500000
Think Music India,India,868400
The World Adventures ������,India,4200
The Vishal bhatt,India,1500000
The Tonight Show Starring Jimmy Fallon,United States,0
The Slow Mo Guys,United States,75900
The Royalty Family,United States,640900
TheRichest,United States,0
theRadBrad,United States,62800
The Q,United States,0.01
TheOdd1sOut,United States,123900
The MriDul,India,393300
The Late Late Show with James Corden,United States,105700
The Lallantop,India,1100000
The LaBrant Fam,United States,0
The Infographics Show,United States,207300
TheEllenShow,United States,87200
The Chainsmokers,United States,326600
THE BROWN SIBLINGS,India,409400
That Little Puff,United States,3000000
Telemundo,United States,193100
Tekashi 6ix9ine,United States,454200
TEDx Talks,United States,182600
TED,United States,53000
TED-Ed,United States,119500
Technology Gyan,India,74100
Technoblade,United States,71800
Technical Guruji,India,89000
Team Films Bhojpuri,India,123000
TaylorSwiftVEVO,United States,1300000
Taylor Swift,United States,2100000
Tasty,United States,98800
Talking Tom,United States,0
Talking Tom & Friends,United States,109500
Talking Angela,United Kingdom,111800
Taarak Mehta Ka Ooltah Chashmah,India,1300000
Super Polina,United States,1700
Super JoJo - Nursery Rhymes & Kids Songs,United States,1300000
Sun TV,India,3900000
StudyIQ IAS,India,297900
Stubborn Facts,India,3400
Stokes Twins,United States,791800
StarPlus,India,6700000
SSundee,United States,700400
SSSniperWolf,United States,843800
SRK MUSIC,India,231200
SriBalajiMovies,India,616200
Sports,United States,0.06
Speed Records,India,639000
Sony SAB,India,6600000
Sony PAL,India,1700000
SonyMusicSouthVEVO,United States,1000000
Sony Music South,India,968700
SonyMusicIndiaVEVO,United States,1300000
Sony Music India,India,1000000
Sony LIV,India,843600
Sony AATH,United States,1100000
Sonotek,India,114700
Sonotek Bhakti,India,101300
SOMOY TV,United States,65
Smosh,United States,272600
Smile Family Spanish,United States,173600
Skrillex,United States,101100
Sidhu Moose Wala,India,642800
Sidemen,United Kingdom,312600
Sia,United States,381000
shfa show India,United Arab Emirates,604800
Shemaroo Movies,India,739900
Shemaroo,India,931000
Shemaroo Filmi Gaane,India,1000000
Shemaroo Comedy,India,409700
shane,United States,10900
shakiraVEVO,United States,1100000
SEVENGERS,India,1500000
SET India,India,7300000
Sesame Street,United States,496700
SelenaGomezVEVO,United States,354600
Selena Gomez,United States,463200
Sebasti���,United States,443100
SCTV,United Kingdom,1
Saturday Night Live,United States,226500
Saregama Music,India,2100000
Sanjoy Das Official,India,716900
Sandra Cires Art,United States,72100
SAM SMITH,United Kingdom,343100
Ryan Trahan,United States,0.99
Ryan's World,United States,954500
RS 1313 SHORTS,India,850600
Round2hell,India,127300
Rotten Tomatoes Trailers,United States,103000
Rosanna Pansino,United States,106700
Romeo Santos,United States,0.4
Roman Atwood Vlogs,United States,6300
RKD Studios,India,0
RihannaVEVO,United States,377000
Right to Shiksha,India,855000
Republic Bharat,India,4
Rebecca Zamolo,United States,0
REACT,United States,92800
Reaction Time,United States,39600
Rclbeauty101,United States,34500
Ray William Johnson,United States,1300000
Rajshri,India,1100000
Queen Official,United Kingdom,375100
Priyal Kukreja,India,1700000
Prime Video India,United States,1300000
Preston,United States,606800
PrestonPlayz,United States,606800
Prajapati News,India,30500
PowerfulJRE,United States,173600
Post Malone,United States,782000
Pop Chartbusters,India,291600
Pok���������,India,261500
PlayStation,United States,167200
Pitbull,United States,352000
Pinkfong Baby Shark - Kids' Songs & Stories,United States,1900000
Peppa Pig - Official Channel,United Kingdom,979700
Peppa Pig Espa���������,United Kingdom,214400
People Vs Food,United States,61400
Pen Movies,India,379400
penguinz0,United States,755800
Pencilmation,United States,59400
Peet Montzingo,United States,1600000
PDK Films,United States,57700
Pari's Lifestyle,India,152700
Panda,United Kingdom,268
OneDirectionVEVO,United Kingdom,204500
One Direction,United States,25
Official Pink Panther,United States,0
Noman Official,India,556500
NoCopyrightSounds,United Kingdom,222600
NMF News,India,236800
NishaMadhulika,India,88900
Ninja,United States,33500
Ninja Kidz TV,United States,780800
nigahiga,United States,9900
Nick Jr.,United States,170200
Nicki Minaj,United States,414500
NickiMinajAtVEVO,United States,140100
News18 India,India,1600000
Netflix,United States,472900
Netflix Jr.,United States,317600
Netflix India,nan,0
Neha Kakkar,India,102400
NDTV India,India,198600
NDTV,India,234100
NBA,United States,292100
National Geographic,United States,183200
Narendra Modi,India,743900
MyMissAnand,India,111500
MSA previously My Story Animated,United States,83
Mrwhosetheboss,United Kingdom,670800
MR. INDIAN HACKER,India,436500
Mr DegrEE,United States,0
MrBeast,United States,5400000
MrBeast 2,United States,0
Mr Bean,United Kingdom,226100
Movieclips,United States,458700
Morgz,United Kingdom,235400
MoreAliA,United Kingdom,1000000
MoniLina,United States,0
Mobile Legends: Bang Bang,United States,221500
Mister Max,United Kingdom,131300
Miss Katy,United Kingdom,238500
Miley Cyrus,United States,511900
Migos ATL,United States,197600
Michael Jackson,United States,634400
MGC Playhouse,United States,410500
melanie martinez,United States,225400
Meghan Trainor,United States,206600
Mazhavil Manorama,India,1400000
Maya and Mary,United States,178200
MattyBRaps,United States,91900
Matt Stonie,United States,119
Matt Steffanina,United States,7700
Masha and The Bear,United States,2700000
Marvel Entertainment,United States,0.25
Martin Garrix,United States,142100
Marta and Rustam,United States,1800000
Marshmello,United States,448400
Marques Brownlee,United States,209300
Maroon5VEVO,United States,392700
Maroon 5,United States,611300
Mark Rober,United States,354500
Markiplier,United States,509300
Mariale,United States,47800
Manoj  parihar,India,148700
MalumaVEVO,United States,395300
Make Joke Of,India,96000
Maha Fun Tv,United States,19100
Lyrical Lemonade,United States,320200
LuisFonsiVEVO,United States,199300
Lucas and Marcus,United States,1200000
LOUD,United States,110
Lotus Music,India,92100
LOKESH GAMER,India,23700
Lokdhun Punjabi,India,137800
Logan Paul,United States,43200
Liza Koshy,United States,7000
LIV Crime,United States,1500000
Little Mix,United Kingdom,154400
Little Baby Bum - Nursery Rhymes & Kids Songs,United States,395100
Little Angel: Nursery Rhymes & Kids Songs,United States,430100
Lindsey Stirling,United States,61100
Like Nastya Stories,United States,119800
Like Nastya Show,United States,212800
Like Nastya ESP,United States,1300000
Like Nastya AE,United States,679500
les boys tv2,United States,1800
LeoNata Family,United States,4700000
Lele Pons,United States,74200
League of Legends,United States,172500
LankyBox,United States,3300000
Lana Del Rey,United States,542300
Lahari Music - TSeries,India,356000
Lady Gaga,United States,572700
Kwebbelkop,United States,118900
Kurt Hugo Schneider,United States,16900
KSI,United Kingdom,21800
Kinder Spielzeug Kanal (Kidibli),United States,557300
Kids TV - Nursery Rhymes And Baby Songs,United States,513800
Kids TV India Hindi Nursery Rhymes,India,314600
Kids Play,United States,103600
Kids Line�������,United States,647600
Kiddiestv Hindi - Nursery Rhymes & Kids Songs,India,453700
KHANDESHI MOVIES,India,98900
KatyPerryVEVO,United States,355800
Katy Perry,United States,537000
KatieAngel,United States,206700
Kashvi Adlakha,India,556500
Kabita's Kitchen,India,172500
JustinBieberVEVO,United States,420500
Just For Laughs Gags,United States,69900
JULIA GISELLA,United Kingdom,6
Jordan Matter,United States,796100
Jomy Production,India,0.01
JOJO TV - Hindi Stories,India,43100
Jkk Entertainment,India,199400
JJ Olatunji,United Kingdom,111200
Jingle Toons,India,719600
Jimmy Kimmel Live,United States,69000
Jesser,United States,370400
JesseAndMike,United States,164400
Jennifer Lopez,United States,253800
JennaMarbles,United States,15100
Jelly,United Kingdom,166700
jeffreestar,United States,8000
Jason Derulo,United States,1800000
James Charles,United States,232500
Jake Paul,United States,58600
Jake Fellman,United States,2000000
jaanvi patel,India,1400000
It's Mamix,United States,63900
Ishtar Music,India,723800
IShowSpeed,United States,561000
Ishaan Ali 11,India,2900000
infobells - Telugu,India,1200000
infobells - Tamil,India,439300
infobells - Kannada,India,566800
infobells,India,95600
Infobells - Hindi,India,3300000
Infobells Bangla,India,671600
Infinite,United States,273400
Indore Physical Academy,India,281600
IndiaTV,India,1200000
ImagineDragons,United States,755300
IGN,United States,393400
HUBA��,United States,1300000
Heroindori,India,1600000
Heidi y Zidane,United States,64500
Health Time,India,5600
Harsh Beniwal,India,111900
Harry Styles,United States,0
Happy Lives,United States,0
H2ODelirious,United States,67100
Gyan Gaming�,India,55600
Guava Juice,United States,43600
Green Gold TV - Official Channel,India,0
Got Talent Global,United Kingdom,345800
Gordon Ramsay,United Kingdom,156900
Goldmines Premiere,India,150600
Goldmines Great Indian Comedy,nan,263700
Goldmines Gaane Sune Ansune,India,3300000
Goldmines Cineplex,India,195000
Goldmines Bollywood,India,398700
Genevieve's Playhouse - Learning Videos for Kids,United States,1300000
Geet MP3,India,405400
Future,United States,1900
FunFun Toy Doll TV,United States,97500
Fun For Kids TV - Hindi Rhymes,India,439400
Fueled By Ramen,United States,244800
Free Fire India Official,India,258900
Flowers Comedy,India,720100
First We Feast,United States,445000
Filaretiki,United States,4800000
Fifth Harmony,United States,150500
FGTeeV,United States,528400
Farruko,United States,391000
Family Fitness,India,942900
FailArmy,United States,451900
FactTechz,India,84200
FACT FIRE KING,India,205200
F2Freestylers - Ultimate Soccer Skills Channel,United Kingdom,40900
Eva Bravo Play,United States,255700
etvteluguindia,India,1100000
ETV Jabardasth,India,534300
Eros Now Music,India,81100
ERB,United States,44200
EnriqueIglesiasVEVO,United States,303100
Enrique Iglesias,United States,491700
Emiway Bantai,India,165200
EminemVEVO,United States,557800
EminemMusic,United States,1000000
Ellie Goulding,United Kingdom,146700
Eli Kids - Cartoons & Songs,United States,597000
EeOneGuy,United States,6500
Ed Sheeran,United Kingdom,810900
Dushyant kukreja,India,1700000
Dude Perfect,United States,564800
Dua Lipa,United Kingdom,512200
Dr. Vivek Bindra: Motivational Speaker,India,114400
Dream,United States,108100
DopeLyrics,United States,39700
DONA ��,United States,613100
DM - Desi Melodies,India,567400
DLS News,India,128400
DJ Snake,United States,253200
DisneyMusicVEVO,United States,1300000
Disney Junior,United States,1100000
DisneyChannelUK,United Kingdom,139000
Diana and Roma IND,United States,186400
Diana and Roma ESP,United States,412000
Diana and Roma EN,United States,711100
Diana and Roma ARA,United States,267500
DEV Ke Facts,India,1100000
Demi Lovato,United States,116700
Dear Sir,India,96200
D Billions,United States,1900000
David Guetta,United States,656900
David Dobrik,United States,34600
Dave and Ava - Nursery Rhymes and Baby Songs,United States,308200
Darkar Company Studios,United States,18400
DanTDM,United Kingdom,314700
Dan Rhodes,United Kingdom,1300000
Danny Fitt,United States,1100000
DangMattSmith,United States,51600
Dangal TV Channel,India,2200000
DALLMYD,United States,122700
Daily Dose Of Internet,United States,1600000
DaFuq!?Boom!,United States,9200000
Daddy Yankee,United States,822400
CVS 3D Rhymes & Kids Songs,India,544300
Crazy XYZ,India,408900
CrashCourse,United States,28700
Crafty Panda,United States,24500
CoryxKenshin,United States,420500
CookingShooking Hindi,India,46000
CookieSwirlC,United States,886800
Conor Maynard,United States,43100
Colors TV,India,4800000
Colors Rishtey,India,1400000
Collins Key,United States,43400
CollegeHumor,United States,0
colinfurze,United Kingdom,33900
Coldplay,United Kingdom,795500
Coke Studio,United States,14200
Cocomelon - Nursery Rhymes,United States,7900000
CNN,United States,748000
Clash of Clans,United States,89200
CKM,India,52600
ChuChu TV Nursery Rhymes & Kids Songs,India,1700000
Chetan Monga Vlogs,India,454300
Charlie Puth,United States,446000
Chad Wild Clay,United States,145400
Caylus,United States,710400
CaseyNeistat,United States,23800
CarryMinati,India,314800
Camila Cabello,United States,170800
Calvin Harris,United Kingdom,409600
BuzzFeedVideo,United States,36400
Bruno Mars,United States,701000
Britain's Got Talent,United Kingdom,216800
Brent Rivera,United States,577800
Brave Wilderness,United States,0
Boyce Avenue,United States,115100
Bollywood Classics,India,605900
Blossom,United States,175500
Blockbuster Movies,India,0
Blippi - Educational Videos for Kids,United States,721600
Binary file cut.csv matches
BillionSurpriseToys  - Nursery Rhymes & Cartoons,United States,1100000
Billie Eilish,United States,587400
bharatzkitchen HINDI,India,123900
Beyonc��,United States,358300
Ben Azelart,United States,739800
Becky G,United States,412700
Bebefinn - Nursery Rhymes & Kids Songs,United States,0
Beast Reacts,United States,1100000
BB Ki Vines,India,69100
BBC,United Kingdom,177700
BBC News,United Kingdom,265100
BBC News Hindi,India,524800
BabyBus - Kids Songs and Cartoons,United States,510000
Azhan5star,India,945200
Awakening Music,United Kingdom,141200
Avril Lavigne,United States,200800
Atlantic Records,United States,389100
ATHLEAN-X�,United States,58000
ashish chanchlani vines,India,104700
AS Gaming,United States,0.09
ArianaGrandeVevo,United States,389700
Ariana Grande,United States,640900
Apple,United States,185900
Aphmau,United States,1800000
And TV,United States,0.02
Anaysa,India,118800
America's Got Talent,United States,537600
Alan Chikin Chow,United States,4200000
Alan Becker,United States,0
Akon,United States,365000
Airrack,United States,398600
Aditya Music India,nan,0
Aditya Movies,India,909400
AdeleVEVO,United Kingdom,339000
Adele,United Kingdom,548400
ADEL et SAMI,United States,107500
Adam W,United States,915800
ABP NEWS,India,1100000
ABC News,United States,742800
Aayu and Pihu Show,India,359100
Aaj Tak,India,1800000
Aadishakti Films,India,193800
A2 Motivation by Arvind Arora,India,522900
7clouds,United States,1100000
5-Minute Crafts,United Kingdom,0
5-Minute Crafts Recycle,United States,212700
5-Minute Crafts PLAY,United States,423100
5-Minute Crafts FAMILY,United States,109500
5-Minute Crafts DIY,United States,80000
50 Cent,United States,479200
